State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Idaho,Teton,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Madison,5/16/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IDFG
South Dakota,Brown,5/17/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
South Dakota,Brown,5/17/2022,EA/AM H5N1,Turkey vulture,"Wild bird mortality SD Game, Fish, and Parks"
Montana,Silver Bow,5/17/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Deer Lodge,5/17/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/17/2022,EA/AM H5N1,American white pelican,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/17/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/17/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Lake,5/17/2022,EA/AM H5N1,Trumpeter swan,"Wild bird mortality MT Fish, Wildlife and Parks"
Wyoming,Park,5/17/2022,EA/AM H5N1,Sandhill crane,Wild bird mortality WY Game and Fish Department
Alaska,Aleutians West,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/17/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Colorado,Denver,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
Colorado,Jackson,5/12/2022,EA H5N1,American white pelican,Wild bird mortality CO Parks & Wildlife
Colorado,Mesa,5/18/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
Colorado,Mesa,5/18/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
Colorado,Jefferson,5/23/2022,EA H5N1,Canada goose,Wild bird mortality CO Parks & Wildlife
New York,Warren,5/17/2022,EA H5N1,Turkey vulture,Wild bird mortality NYSDEC (6)
New York,Suffolk,5/17/2022,EA H5N1,Herring gull,Wild bird mortality NYSDEC (6)
New York,Oswego,5/17/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
Michigan,Grand Traverse,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Alaska,Anchorage,5/17/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
New Jersey,Monmouth,5/17/2022,EA H5,Black vulture,Wild bird mortality NJ Dept of Ag
New York,Washington,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Florida,Brevard,5/18/2022,EA H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,5/18/2022,EA H5N1,Black vulture,Wild bird mortality 
Wyoming,Teton,5/19/2022,EA H5N1,Sharp-shinned hawk,Wild bird mortality WY Game and Fish Department
Alaska,Sitka,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Wyoming,Sublette,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Michigan,Allegan,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Montmorency,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Chippewa,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Dickinson,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Chippewa,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Delta,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Iron,5/17/2022,EA H5,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Menominee,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Presque Isle,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Montmorency,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Berrien,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Minnesota,Dakota,3/30/2022,EA/AM H5N1,Canada goose,Wild bird mortality
Minnesota,Hennepin,4/26/2022,EA/AM H5N1,Dark-eyed junco,Wild bird mortality
Minnesota,Ramsey,5/5/2022,EA/AM H5N1,Common loon,Wild bird mortality MN DNR
Florida,Orange,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/12/2022,EA H5,Black vulture,Wild bird mortality
Oregon,Lane,5/19/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Oregon,Lane,5/19/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Minnesota,Cass,6/7/2022,EA H5N1,Wood duck,Live bird NWDP
Minnesota,Cass,6/7/2022,EA H5N1,Wood duck,Live bird NWDP
Minnesota,Cook,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
District of Columbia,District of Columbia,6/3/2022,EA/AM H5N1,Mallard,Wild bird mortality NPS/USGS (42)
District of Columbia,District of Columbia,6/3/2022,EA H5N1,Mallard,Wild bird mortality NPS/USGS (42)
Wisconsin,Door,6/9/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Dodge,6/10/2022,EA H5N1,American white pelican,Wild bird mortality USGS/FWS (2)
Wisconsin,Dodge,6/10/2022,EA H5N1,Double-crested cormorant,Wild bird mortality USGS/FWS (2)
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alaska,Aleutians West,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Arizona,Maricopa,6/7/2022,EA/AM H5N1,Neotropic cormorant,Wild bird mortality AZ GFD/USGS
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Illinois,McLean,6/3/2022,EA/AM H5N1,Canada goose,Wild bird mortality IL DNR/USGS
Illinois,McLean,6/3/2022,EA/AM H5N1,Canada goose,Wild bird mortality IL DNR/USGS
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Vermont,Bennington,6/3/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Alaska,Juneau,5/27/2022,EA H5N1,Northern harrier,Wild bird mortality USFWS/ADFG
Alaska,Fairbanks,5/26/2022,EA/AM H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Sitka,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Sitka,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Sitka,6/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Minnesota,Cass,6/10/2022,EA H5N1,Ring-billed gull,Wild bird mortality NWDP
Alaska,Anchorage,5/26/2022,EA/AM H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/20/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Aleutians West,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Haines,5/20/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Minnesota,Cass,6/10/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Common tern,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Common tern,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
Wisconsin,Door,6/10/2022,EA/AM H5N1,Caspian tern,Wild bird mortality USGS/FWS (2)
New Jersey,Monmouth,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Arizona,Maricopa,6/7/2022,EA/AM H5N1,Neotropic cormorant,Wild bird mortality AZ GFD/USGS
Arizona,Maricopa,6/7/2022,EA H5N1,Neotropic cormorant,Wild bird mortality AZ GFD/USGS
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Jersey,Salem,5/31/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Alaska,Kenai Peninsula,5/27/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Kenai Peninsula,5/27/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Vermont,Addison,6/3/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Vermont,Essex,6/3/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Vermont,Washington,6/3/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Alaska,Sitka,6/2/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Minnesota,Cass,6/10/2022,EA H5N1,Ring-billed gull,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Caspian tern,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Caspian tern,Wild bird mortality NWDP
Minnesota,Cass,6/10/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Washington,Walla Walla,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WA Dept of Fish and Wildlife
Washington,San Juan,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Asotin,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Asotin,5/19/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Snohomish,5/19/2022,EA H5N1,Peregrine falcon,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Skagit,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Mallard,Wild bird mortality WA Dept of Fish and Wildlife
Washington,King,6/2/2022,EA H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,6/8/2022,EA/AM H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,6/8/2022,EA/AM H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Benton,6/8/2022,EA/AM H5N1,Canada goose,Wild bird mortality WA Dept of Fish and Wildlife
Iowa,Allamakee,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality IA DNR
Iowa,Linn,4/12/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Linn,4/12/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Lucas,4/18/2022,EA H5N1,American white pelican,Wild bird mortality IA DNR
Iowa,Story,4/15/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality IA DNR
Iowa,Polk,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Louisa,4/22/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality IA DNR
Iowa,Cerro Gordo,5/2/2022,EA H5,American green-winged teal,Wild bird mortality IA DNR
Iowa,Story,5/3/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality IA DNR
Iowa,Mitchell,5/4/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality IA DNR
Iowa,Buchanan,5/4/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IA DNR
Iowa,Polk,5/6/2022,EA/AM H5N1,Bald eagle,Wild bird mortality IA DNR
Utah,Weber,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality Utah DWR
Utah,Cache,5/10/2022,EA H5N1,Owl (unidentified),Wild bird mortality Utah DWR
Utah,Weber,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird mortality Utah DWR
Utah,Cache,5/13/2022,EA/AM H5N1,Great horned owl,Wild bird mortality Utah DWR
Utah,Weber,5/13/2022,EA/AM H5N1,Goose (unidentified),Wild bird mortality Utah DWR
Illinois,Cook,6/3/2022,EA/AM H5N1,Double-crested cormorant,Wild bird mortality IL DNR/USGS
Illinois,Cook,6/3/2022,EA/AM H5N1,Double-crested cormorant,Wild bird mortality IL DNR/USGS
Illinois,Cook,6/3/2022,EA/AM H5N1,Double-crested cormorant,Wild bird mortality IL DNR/USGS
Wisconsin,Door,6/3/2022,EA/AM H5N1,Herring gull,Wild bird mortality WI DNR/USGS
Wisconsin,Door,6/3/2022,EA/AM H5N1,Herring gull,Wild bird mortality WI DNR/USGS
Wisconsin,Door,6/3/2022,EA/AM H5N1,Caspian tern,Wild bird mortality WI DNR/USGS
Wisconsin,Door,6/3/2022,EA/AM H5N1,Caspian tern,Wild bird mortality WI DNR/USGS
Wisconsin,Door,6/3/2022,EA/AM H5N1,Double-crested cormorant,Wild bird mortality WI DNR/USGS
Wisconsin,Door,6/3/2022,EA H5N1,Double-crested cormorant,Wild bird mortality WI DNR/USGS
Michigan,Mackinac,6/8/2022,EA/AM H5N1,Herring gull,Wild bird mortality Michigan DNR
Michigan,Mackinac,6/8/2022,EA H5N1,Herring gull,Wild bird mortality Michigan DNR
Michigan,Grand Traverse,6/8/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Manistee,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Mason,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Iosco,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Ogemaw,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Roscommon,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Iosco,6/8/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Mason,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Otsego,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Osceola,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Charlevoix,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Missaukee,6/8/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Roscommon,6/8/2022,EA/AM H5N1,Snowy owl,Wild bird mortality Michigan DNR
Michigan,Roscommon,6/8/2022,EA/AM H5N1,Gadwall,Wild bird mortality Michigan DNR
Michigan,Alpena,6/8/2022,EA H5N1,Red-winged blackbird,Wild bird mortality Michigan DNR
Michigan,Missaukee,6/8/2022,EA H5N1,Barred owl,Wild bird mortality Michigan DNR
Michigan,Charlevoix,6/8/2022,EA H5N1,Mallard,Wild bird mortality Michigan DNR
Michigan,Grand Traverse,6/8/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality Michigan DNR
Michigan,Grand Traverse,6/8/2022,EA/AM H5N1,Redhead duck,Wild bird mortality Michigan DNR
Michigan,Huron,6/8/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Macomb,6/8/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality Michigan DNR
Michigan,Kalamazoo,6/8/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality Michigan DNR
Pennsylvania,Dauphin,6/14/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Pennsylvania,Dauphin,6/14/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Pennsylvania,Dauphin,6/14/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Pennsylvania,Dauphin,6/14/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Wyoming,Teton,6/10/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Wisconsin,Winnebago,5/6/2022,EA/AM H5N1,American white pelican,Wild bird mortality WI DNR/USGS (20)
Alaska,Aleutians West,6/10/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Wyoming,Sublette,6/10/2022,EA H5N1,Eared grebe,Wild bird mortality WY Game and Fish Department
Wyoming,Sublette,6/10/2022,EA H5N1,Horned grebe,Wild bird mortality WY Game and Fish Department
Wyoming,Sublette,6/10/2022,EA H5N1,Horned grebe,Wild bird mortality WY Game and Fish Department
Michigan,Eaton,6/9/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michigan DNR
Michigan,Eaton,6/9/2022,EA H5N1,American crow,Wild bird mortality Michigan DNR
Michigan,Ontonagon,6/9/2022,EA H5N1,American white pelican,Wild bird mortality Michigan DNR
Michigan,Gogebic,6/9/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Alaska,Anchorage,6/8/2022,EA H5N1,Snow goose,Wild bird mortality USFWS/ADFG
Alaska,Valdez-Cordova,6/8/2022,EA/AM H5N1,Brant,Wild bird mortality USFWS/ADFG
Florida,Brevard,6/7/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Seminole,6/7/2022,EA H5N1,Muscovy duck,Wild bird mortality FFWCC
Florida,Brevard,6/2/2022,EA H5N1,Black vulture,Wild bird mortality 
Oregon,Lane,6/2/2022,EA H5N1,Turkey vulture,Wild bird mortality OR Dept of Fish and Wildlife
Florida,Brevard,5/31/2022,EA H5N1,Black vulture,Wild bird mortality 
Florida,Collier,5/31/2022,EA H5N1,Bald eagle,Wild bird mortality FFWCC
Idaho,Fremont,5/27/2022,EA H5N1,Swainson's hawk,Wild bird mortality IDFG
Idaho,Madison,5/27/2022,EA H5N1,Red-tailed hawk,Wild bird mortality IDFG
Idaho,Jefferson,5/27/2022,EA H5N1,Red-tailed hawk,Wild bird mortality IDFG
Idaho,Madison,5/27/2022,EA H5N1,Great horned owl,Wild bird mortality IDFG
Idaho,Bear Lake,5/27/2022,EA H5N1,Mallard,Wild bird mortality IDFG
Montana,Mineral,5/27/2022,EA H5N1,Turkey vulture,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Custer,5/27/2022,EA H5N1,Wood duck,"Wild bird mortality MT Fish, Wildlife and Parks"
Minnesota,Cass,6/15/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Cass,6/15/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Wright,6/15/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Minnesota,Wright,6/15/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Wright,6/15/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Maryland,Howard,5/27/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Maryland,Howard,5/27/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
Oregon,Marion,6/21/2022,EA/AM H5N1,Mallard,Wild bird mortality OR Dept of Fish and Wildlife
Indiana,Miami,4/21/2022,EA H5N1,Bald eagle,Wild bird mortality IN DNR
Indiana,Johnson,4/21/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality IN DNR
Indiana,Newton,5/2/2022,EA H5,Canada goose,Wild bird mortality IN DNR
Indiana,Shelby,5/3/2022,EA/AM H5N1,Bald eagle,Wild bird mortality IN DNR
Idaho,Canyon,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality IDFG
Idaho,Ada,5/19/2022,EA H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Ada,5/19/2022,EA H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Ada,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality IDFG
Idaho,Ada,5/19/2022,EA H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Ada,5/19/2022,EA H5N1,Western screech owl,Wild bird mortality IDFG
Minnesota,Nicollet,6/10/2022,EA/AM H5N1,American white pelican,Wild bird mortality MN DNR
Indiana,Starke,4/14/2022,EA/AM H5N1,Bald eagle,Wild bird mortality IN DNR
Indiana,Johnson,5/11/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IN DNR
Indiana,Allen,5/31/2022,EA H5N1,Red-tailed hawk,Wild bird mortality IN DNR
Indiana,Allen,5/31/2022,EA H5N1,Great horned owl,Wild bird mortality IN DNR
Indiana,Allen,5/31/2022,EA H5N1,Red-tailed hawk,Wild bird mortality IN DNR
Wisconsin,Calumet,6/16/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Milwaukee,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Michigan,Alger,6/24/2022,EA H5N1,Great horned owl,Wild bird mortality Michigan DNR
Wyoming,Platte,5/19/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality WY Game and Fish Department
Wyoming,Sublette,5/23/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Wyoming,Sublette,5/23/2022,EA H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Wyoming,Sublette,5/23/2022,EA/AM H5N1,Common loon,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,5/26/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality WY Game and Fish Department
Michigan,Dickinson,6/24/2022,EA H5N1,Wood duck,Wild bird mortality Michigan DNR
Michigan,Delta,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Mackinac,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Delta,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Baraga,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Delta,6/24/2022,EA H5N1,Bald eagle,Wild bird mortality Michigan DNR
Michigan,Muskegon,6/24/2022,EA H5N1,Double-crested cormorant,Wild bird mortality Michigan DNR
Alaska,Matanuska-Susitna,5/17/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Sitka,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Valdez-Cordova,6/15/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Kusilvak,6/14/2022,EA H5N1,Brant,Wild bird mortality USFWS/ADFG
Alaska,Bethel,6/14/2022,EA H5N1,Brant,Wild bird mortality USFWS/ADFG
Alaska,Kusilvak,6/14/2022,EA H5N1,Glaucous gull,Wild bird mortality USFWS/ADFG
Alaska,Bethel,6/14/2022,EA H5N1,Glaucous gull,Wild bird mortality USFWS/ADFG
Alaska,Bethel,6/14/2022,EA H5N1,Sabine's gull,Wild bird mortality USFWS/ADFG
Alaska,Bethel,6/14/2022,EA H5N1,Sabine's gull,Wild bird mortality USFWS/ADFG
